id,Name,Country,Fueltype,Capacity,CapacityFactor,EmissionFactor_kg_per_kWh,EstimatedAnnualCO2_tonnes
136976,Thomar Ohg Pv Halle,Germany,Solar,0.1566,0.15,0,0.0
136977,Thomas,Germany,Solar,0.15,0.15,0,0.0
136978,Thomas Beer,Germany,Biogas,0.25,0.5,230,251.85
136979,Thomas Beer,Germany,Biogas,0.25,0.5,230,251.85
136980,Thomas Beer,Germany,Biogas,0.25,0.5,230,251.85
136981,Thomas Hilbt,Germany,Solar,0.132,0.15,0,0.0
136982,Thomas Margraf Photovoltaikanlage,Germany,Solar,0.153,0.15,0,0.0
136983,Thomas Muller,Germany,Solar,0.3,0.15,0,0.0
136984,Thomas Petra Kemmler,Germany,Solar,0.1724,0.15,0,0.0
136985,Thomas Schneekloth Energie,Germany,Solar,0.2244,0.15,0,0.0
136986,Thomas Schwab,Germany,Solar,0.23344,0.15,0,0.0
136987,Thomas Todte,Germany,Solar,0.124,0.15,0,0.0
136988,Thomashof,Germany,Solar,0.2155999999999999,0.15,0,0.0
136989,Thome Wonfurt Pv,Germany,Solar,0.25,0.15,0,0.0
136990,Thommel Handels Gmbh Co Kg Photovoltaik,Germany,Solar,0.1566,0.15,0,0.0
136991,Thonberg,Germany,Wind,1.5,0.35,0,0.0
136992,Thonberg,Germany,Wind,1.5,0.35,0,0.0
136993,Thonberg,Germany,Wind,1.5,0.35,0,0.0
136994,Thonberg,Germany,Wind,2.3,0.35,0,0.0
136995,Thonberg,Germany,Wind,0.8,0.35,0,0.0
136996,Thonberg,Germany,Wind,1.5,0.35,0,0.0
136997,Thonberg,Germany,Wind,1.5,0.35,0,0.0
136998,Thonberg,Germany,Wind,1.5,0.35,0,0.0
136999,Thonberg,Germany,Wind,1.5,0.35,0,0.0
137000,Thonberg,Germany,Wind,1.5,0.35,0,0.0
137001,Thoringswerder,Germany,Biogas,0.6,0.5,230,604.44
137002,Thoringswerder West,Germany,Solar,2.7738,0.15,0,0.0
137003,Thoringswerder West,Germany,Solar,2.7738,0.15,0,0.0
137004,Thoroe Thormahlen Solar Gbr,Germany,Solar,0.17,0.15,0,0.0
137005,Thoroe Thormahlen Solar Gbr,Germany,Solar,0.31476,0.15,0,0.0
137006,Thoroe Thormahlen Solar Gbr,Germany,Solar,0.162855,0.15,0,0.0
137007,Thoroe Thormahlen Solar Gbr,Germany,Solar,0.14,0.15,0,0.0
137008,Thossfell,Germany,Solar,0.1588,0.15,0,0.0
137009,Thrana Kwp,Germany,Solar,0.4946399999999999,0.15,0,0.0
137010,Thress Pv,Germany,Solar,0.2721,0.15,0,0.0
137011,Thulb,Germany,Oil,0.16,0.2,650,182.21
137012,Thuler Strasse Nord,Germany,Wind,3.05,0.35,0,0.0
137013,Thuler Strasse Nord,Germany,Wind,3.05,0.35,0,0.0
137014,Thuler Strasse Nord,Germany,Wind,3.05,0.35,0,0.0
137015,Thuler Strasse Nord,Germany,Wind,3.05,0.35,0,0.0
137016,Thuler Strasse Nord,Germany,Wind,3.05,0.35,0,0.0
137017,Thuler Strasse Sud,Germany,Wind,2.35,0.35,0,0.0
137018,Thuler Strasse Sud,Germany,Wind,2.35,0.35,0,0.0
137019,Thuler Strasse Sud,Germany,Wind,2.35,0.35,0,0.0
137020,Thulsfelde,Germany,Solar,0.1348,0.15,0,0.0
137021,Thumby,Germany,Wind,7.0,0.35,0,0.0
137022,Thumby,Germany,Wind,5.7,0.35,0,0.0
137023,Thumby,Germany,Wind,7.0,0.35,0,0.0
137024,Thumby,Germany,Wind,7.0,0.35,0,0.0
137025,Thumby,Germany,Wind,5.7,0.35,0,0.0
137026,Thunderbike Hamminkeln,Germany,Solar,0.462,0.15,0,0.0
137027,Thundorf,Germany,Solar,2.0,0.15,0,0.0
137028,Thupa Neu,Germany,Solar,0.36,0.15,0,0.0
137029,Thurauer Berg Wea,Germany,Wind,2.0,0.35,0,0.0
137030,Thurauer Berg Wea,Germany,Wind,2.0,0.35,0,0.0
137031,Thurauer Berg Wea,Germany,Wind,2.0,0.35,0,0.0
137032,Thurauer Berg Wea,Germany,Wind,2.0,0.35,0,0.0
137033,Thurauer Berg Wea,Germany,Wind,2.0,0.35,0,0.0
137034,Thurauer Berg Wea,Germany,Wind,2.0,0.35,0,0.0
137035,Thurauer Berg Wea,Germany,Wind,2.0,0.35,0,0.0
137036,Thuringen,Germany,Solar,0.18,0.15,0,0.0
137037,Thuringen Rudisl,Germany,Solar,0.3456,0.15,0,0.0
137038,Thuringerstr,Germany,Solar,0.178,0.15,0,0.0
137039,Thurkow,Germany,Solar,0.176,0.15,0,0.0
137040,Thurmannsbang,Germany,Solar,0.2672799999999999,0.15,0,0.0
137041,Thurmansbang Pv Invest,Germany,Solar,0.17,0.15,0,0.0
137042,Thurnhofen,Germany,Wind,0.625,0.35,0,0.0
137043,Thw,Germany,Solar,0.10387,0.15,0,0.0
137044,Thw Hermeskeil,Germany,Solar,0.12,0.15,0,0.0
137045,Thw Koln Lovenich,Germany,Solar,0.132,0.15,0,0.0
137046,Thw Oberhausen Rheinhausen,Germany,Solar,0.1371,0.15,0,0.0
137047,Thyrnau,Germany,Solar,0.196,0.15,0,0.0
137048,Thyrow,Germany,Solar,0.12,0.15,0,0.0
137049,Thyrow,Germany,Solar,0.12,0.15,0,0.0
137050,Thyssenstr Lk,Germany,Solar,0.19,0.15,0,0.0
137051,Tial,Germany,Solar,0.5,0.15,0,0.0
137052,Tidos,Germany,Wind,0.3,0.35,0,0.0
137053,Tie Bra,Germany,Biogas,0.637,0.5,230,641.71
137054,Tie Bra,Germany,Biogas,0.549,0.5,230,553.06
137055,Tieben Kwp,Germany,Solar,0.4,0.15,0,0.0
137056,Tieben Kwp Voll,Germany,Solar,0.33,0.15,0,0.0
137057,Tiedt Riepe,Germany,Solar,0.160725,0.15,0,0.0
137058,Tiefbauamt Klarwerk,Germany,Solar,0.19,0.15,0,0.0
137059,Tiefe Strasse Halle,Germany,Solar,0.1264,0.15,0,0.0
137060,Tiefe Strasse Halle,Germany,Solar,0.2112,0.15,0,0.0
137061,Tiefenbach,Germany,Wind,1.8,0.35,0,0.0
137062,Tiefenbach,Germany,Wind,1.8,0.35,0,0.0
137063,Tiefenbach,Germany,Wind,1.8,0.35,0,0.0
137064,Tiefenbach,Germany,Wind,1.8,0.35,0,0.0
137065,Tiefenbach Solar Gmbh,Germany,Solar,1.221,0.15,0,0.0
137066,Tiefenbrunnen,Germany,Wind,3.0,0.35,0,0.0
137067,Tiefenhof Kwp,Germany,Solar,0.1,0.15,0,0.0
137068,Tiefenort Werkstatt Satteldach Heizgebaude Flachdach,Germany,Solar,0.1142,0.15,0,0.0
137069,Tiefental,Germany,Solar,0.11092,0.15,0,0.0
137070,Tiefes Feld Bhkw,Germany,Natural Gas,8.8,0.45,370,12835.15
137071,Tiefkuhl Kommissionier Gebaude,Germany,Solar,0.18,0.15,0,0.0
137072,Tiefsilo Laufhof,Germany,Solar,0.1,0.15,0,0.0
137073,Tiefstack Bar Turbine,Germany,Other,4.9,0.3,500,6438.6
137074,Tiefstack Gud,Germany,Other,27.0,0.3,500,35478.0
137075,Tiemann,Germany,Wind,0.3,0.35,0,0.0
137076,Tiemann Pv Gbr,Germany,Solar,0.219,0.15,0,0.0
137077,Tiergartenweg,Germany,Solar,0.1,0.15,0,0.0
137078,Tierklinik Hofheim,Germany,Solar,0.125,0.15,0,0.0
137079,Tierpraxsis,Germany,Solar,0.11,0.15,0,0.0
137080,Tierstall,Germany,Solar,0.1276,0.15,0,0.0
137081,Tierstalle,Germany,Solar,0.225,0.15,0,0.0
137082,Tierwohlstall,Germany,Solar,0.2,0.15,0,0.0
137083,Tierwohlstall,Germany,Solar,0.465,0.15,0,0.0
137084,Tierzucht Bga Bhkw,Germany,Biogas,0.25,0.5,230,251.85
137085,Tierzucht Bga Bhkw,Germany,Biogas,0.25,0.5,230,251.85
137086,Tietelsen,Germany,Wind,0.3,0.35,0,0.0
137087,Tietelsen,Germany,Wind,0.25,0.35,0,0.0
137088,Tietelsen,Germany,Wind,0.25,0.35,0,0.0
137089,Tietenhof,Germany,Biogas,0.901,0.5,230,907.67
137090,Tietenhof,Germany,Biogas,0.252,0.5,230,253.86
137091,Tietenhof,Germany,Biogas,0.252,0.5,230,253.86
137092,Tietjen Und Fuhlendorf Solar Gbr,Germany,Solar,0.141,0.15,0,0.0
137093,Tietzow,Germany,Solar,0.3588,0.15,0,0.0
137094,Tilk,Germany,Solar,0.216,0.15,0,0.0
137095,Till Brommer Pv Hahnchenstall,Germany,Solar,0.241,0.15,0,0.0
137096,Tilsiter Str Sindelfingen Pv Fassade,Germany,Solar,0.125,0.15,0,0.0
137097,Tilzower Weg,Germany,Solar,0.12,0.15,0,0.0
137098,Tim Schratz Web De,Germany,Solar,0.11352,0.15,0,0.0
137099,Timbertower Marienwerder,Germany,Wind,1.5,0.35,0,0.0
137100,Timmann Pv Kwp,Germany,Solar,0.158,0.15,0,0.0
137101,Timmenrode,Germany,Solar,0.40535,0.15,0,0.0
137102,Timmenrode,Germany,Solar,1.62,0.15,0,0.0
137103,Timmenrode Nm,Germany,Solar,0.66,0.15,0,0.0
137104,Timmerhellst,Germany,Solar,0.15,0.15,0,0.0
137105,Timmerweg,Germany,Solar,0.18,0.15,0,0.0
137106,Timo Beer Volleinspeisung Waldaustrasse,Germany,Solar,0.1,0.15,0,0.0
137107,Timon,Germany,Biogas,0.25,0.5,230,251.85
137108,Timpberg,Germany,Wind,2.0,0.35,0,0.0
137109,Timpberg,Germany,Wind,2.0,0.35,0,0.0
137110,Timpberg,Germany,Wind,2.0,0.35,0,0.0
137111,Timpberg,Germany,Wind,2.0,0.35,0,0.0
137112,Timpberg,Germany,Wind,2.0,0.35,0,0.0
137113,Timpberg,Germany,Wind,2.0,0.35,0,0.0
137114,Tinge,Germany,Solar,0.35,0.15,0,0.0
137115,Tippkotter Heizol Bhkw Vario Max,Germany,Oil,0.258,0.2,650,293.81
137116,Tiroler Str,Germany,Solar,0.28,0.15,0,0.0
137117,Tiroler Str,Germany,Solar,0.244,0.15,0,0.0
137118,Tirschenreuther Ring Berlin,Germany,Solar,0.125,0.15,0,0.0
137119,Tis Ilhorn,Germany,Wind,2.0,0.35,0,0.0
137120,Tis Ilhorn,Germany,Wind,2.0,0.35,0,0.0
137121,Tis Sohlingen,Germany,Wind,2.0,0.35,0,0.0
137122,Tis Sohlingen,Germany,Wind,2.0,0.35,0,0.0
137123,Tis Sohlingen,Germany,Wind,2.0,0.35,0,0.0
137124,Tis Sohlingen,Germany,Wind,2.0,0.35,0,0.0
137125,Tis Tewel,Germany,Wind,2.0,0.35,0,0.0
137126,Tis Tewel,Germany,Wind,2.0,0.35,0,0.0
137127,Tis Tewel,Germany,Wind,2.0,0.35,0,0.0
137128,Tis Tewel,Germany,Wind,2.0,0.35,0,0.0
137129,Tis Tewel,Germany,Wind,2.0,0.35,0,0.0
137130,Tischer Fahrzeugbau,Germany,Solar,0.192,0.15,0,0.0
137131,Tischlerei,Germany,Solar,0.1305,0.15,0,0.0
137132,Tischlerei Dach,Germany,Solar,0.14336,0.15,0,0.0
137133,Tischlerei Solar,Germany,Solar,0.125,0.15,0,0.0
137134,Tischlerei Tinus Gmbh,Germany,Solar,0.1,0.15,0,0.0
137135,Tischlerei Wekstatt,Germany,Solar,0.1,0.15,0,0.0
137136,Tischlerrei Drelsdorf,Germany,Solar,0.3,0.15,0,0.0
137137,Tital Bhkw,Germany,Natural Gas,0.25,0.45,370,364.64
137138,Titania Hohenberg Baii Kwp,Germany,Solar,0.455,0.15,0,0.0
137139,Titania Markt Bibart Kwp,Germany,Solar,0.645,0.15,0,0.0
137140,Titania Solaranlage Fortunastrasse,Germany,Solar,0.55,0.15,0,0.0
137141,Titania Solaranlage Fortunastrasse Und,Germany,Solar,0.55,0.15,0,0.0
137142,Titisee Neustadt,Germany,Hydro,0.147,0.4,0,0.0
137143,Titting,Germany,Wind,2.5,0.35,0,0.0
137144,Titting,Germany,Wind,2.5,0.35,0,0.0
137145,Titting,Germany,Wind,1.5,0.35,0,0.0
137146,Titting Pfahlweg Biogas,Germany,Biogas,0.25,0.5,230,251.85
137147,Titting Pfahlweg Pv Anlage Kwp,Germany,Solar,0.11351,0.15,0,0.0
137148,Tittmoninger Strasse Erweiterung,Germany,Solar,0.125,0.15,0,0.0
137149,Titz Nord,Germany,Wind,2.05,0.35,0,0.0
137150,Titz Nord,Germany,Wind,2.05,0.35,0,0.0
137151,Titz Nord,Germany,Wind,2.05,0.35,0,0.0
137152,Titz Nord,Germany,Wind,2.05,0.35,0,0.0
137153,Titz Nord,Germany,Wind,2.05,0.35,0,0.0
137154,Titz Nord,Germany,Wind,2.05,0.35,0,0.0
137155,Titz Nord,Germany,Wind,2.05,0.35,0,0.0
137156,Titz Nord,Germany,Wind,2.05,0.35,0,0.0
137157,Titz Nord,Germany,Wind,2.05,0.35,0,0.0
137158,Titz Nord,Germany,Wind,2.05,0.35,0,0.0
137159,Tivolikraftwerk,Germany,Hydro,0.9,0.4,0,0.0
137160,Tixbo Solaranlage,Germany,Solar,0.11,0.15,0,0.0
137161,Tixit,Germany,Solar,0.22,0.15,0,0.0
137162,Tiz Photovoltaik Dach,Germany,Solar,0.3,0.15,0,0.0
137163,Tjucher Weg Wol,Germany,Solar,0.10764,0.15,0,0.0
137164,Tk,Germany,Solar,0.6979500000000001,0.15,0,0.0
137165,Tk Duben,Germany,Solar,0.751,0.15,0,0.0
137166,Tk Energie Gmbh Co Kg,Germany,Solar,0.125,0.15,0,0.0
137167,Tk Grimma,Germany,Solar,0.237,0.15,0,0.0
137168,Tk Grimma,Germany,Solar,0.289,0.15,0,0.0
137169,Tk Gudensberg,Germany,Solar,0.31,0.15,0,0.0
137170,Tk Haus Nl Dettingen,Germany,Solar,0.55,0.15,0,0.0
137171,Tk Kassel,Germany,Solar,0.323,0.15,0,0.0
137172,Tk Kemlitz Nord,Germany,Solar,0.605,0.15,0,0.0
137173,Tk Kemlitz Ost,Germany,Solar,0.791,0.15,0,0.0
137174,Tk Lager,Germany,Solar,0.4,0.15,0,0.0
137175,Tk Langlingen,Germany,Solar,0.4387,0.15,0,0.0
137176,Tk Muden,Germany,Solar,0.415,0.15,0,0.0
137177,Tk Muden,Germany,Solar,0.132,0.15,0,0.0
137178,Tk Munchhausen,Germany,Solar,0.122,0.15,0,0.0
137179,Tkf,Germany,Solar,0.941,0.15,0,0.0
137180,Tkl Pva Wriezen,Germany,Solar,0.14931,0.15,0,0.0
137181,Tkm Solarstrom,Germany,Solar,0.11265,0.15,0,0.0
137182,Tkms Bhkw Kiel,Germany,Natural Gas,0.25,0.45,370,364.64
137183,Tkms Bhkw Kiel,Germany,Natural Gas,0.25,0.45,370,364.64
137184,Tkv Speicher,Germany,Battery,0.1,0.1,0,0.0
137185,Tkw Siemensstrasse,Germany,Solar,0.9308,0.15,0,0.0
137186,Tkw Werkstrasse,Germany,Solar,0.1125,0.15,0,0.0
137187,Tl Grossbeeren,Germany,Natural Gas,0.776,0.45,370,1131.83
137188,Tlaa Pv Laaber Teil,Germany,Solar,0.54,0.15,0,0.0
137189,Tlaa Pv Laaber Teil,Germany,Solar,0.19152,0.15,0,0.0
137190,Tlau Pv Lauterbach Teil,Germany,Solar,0.106,0.15,0,0.0
137191,Tlen Pv Lengenfeld Teil,Germany,Solar,0.1,0.15,0,0.0
137192,Tlen Pv Lengenfeld Teil,Germany,Solar,0.426,0.15,0,0.0
137193,Tlen Pv Slen Teil,Germany,Solar,0.4,0.15,0,0.0
137194,Tm,Germany,Solar,0.2,0.15,0,0.0
137195,Tm,Germany,Solar,0.1224,0.15,0,0.0
137196,Tm Solar Kruden,Germany,Solar,0.27,0.15,0,0.0
137197,Tmk,Germany,Solar,0.142,0.15,0,0.0
137198,Tml Pv Anlage,Germany,Solar,0.11,0.15,0,0.0
137199,Tmshallendach,Germany,Solar,0.14601,0.15,0,0.0
137200,Tmt,Germany,Solar,0.2818,0.15,0,0.0
137201,Tna Fpt,Germany,Oil,0.28,0.2,650,318.86
137202,Tnc Energie Gmbh,Germany,Biogas,0.378,0.5,230,380.8
137203,Tneb Pv Nebra Teil,Germany,Solar,0.38433,0.15,0,0.0
137204,Tnie Pv Snie Teil,Germany,Solar,0.34558,0.15,0,0.0
137205,Tnie Pv Snie Teil,Germany,Solar,0.1469,0.15,0,0.0
137206,Tnt,Germany,Natural Gas,2.35,0.45,370,3427.57
137207,To Energie,Germany,Solar,0.1078499999999999,0.15,0,0.0
137208,To Go Markt,Germany,Solar,0.36,0.15,0,0.0
137209,To Pvkw,Germany,Solar,0.125,0.15,0,0.0
137210,Tobben Huven,Germany,Solar,0.16,0.15,0,0.0
137211,Tobi,Germany,Solar,0.1370519999999999,0.15,0,0.0
137212,Tobias Dierkes Kwp,Germany,Solar,0.351,0.15,0,0.0
137213,Tobias Maas,Germany,Biogas,0.15,0.5,230,151.11
137214,Tobipro,Germany,Biogas,0.626,0.5,230,630.63
137215,Tobrukstr Hdb Haus,Germany,Solar,0.135,0.15,0,0.0
137216,Tocle,Germany,Solar,0.1775,0.15,0,0.0
137217,Toddin,Germany,Solar,0.7727200000000001,0.15,0,0.0
137218,Todendorf An Der Landstrasse,Germany,Solar,0.6214919999999999,0.15,0,0.0
137219,Todienwisch,Germany,Wind,3.0,0.35,0,0.0
137220,Todienwisch,Germany,Wind,3.0,0.35,0,0.0
137221,Todienwisch,Germany,Wind,3.0,0.35,0,0.0
137222,Todienwisch,Germany,Wind,3.0,0.35,0,0.0
137223,Todienwisch,Germany,Wind,3.0,0.35,0,0.0
137224,Toews Bioenergie Gmbh Co Kg,Germany,Solar,0.134,0.15,0,0.0
137225,Toewsbioenergie Gmbh Co Kg,Germany,Biogas,0.25,0.5,230,251.85
137226,Togelsonne,Germany,Solar,0.213,0.15,0,0.0
137227,Togging Larmschutzwand,Germany,Solar,1.00656,0.15,0,0.0
137228,Toging,Germany,Solar,0.1125,0.15,0,0.0
137229,Toging,Germany,Solar,0.3,0.15,0,0.0
137230,Toging,Germany,Solar,0.1775,0.15,0,0.0
137231,Toging,Germany,Solar,0.394,0.15,0,0.0
137232,Toging Alu,Germany,Solar,0.2,0.15,0,0.0
137233,Toging Ms,Germany,Hydro,85.30199999999999,0.4,0,0.0
137234,Togu,Germany,Solar,0.3,0.15,0,0.0
137235,Toilettenspulung,Germany,Solar,0.212346,0.15,0,0.0
137236,Tollwitz Die Neue Str,Germany,Solar,0.1429,0.15,0,0.0
137237,Tollwitz Pv Df,Germany,Solar,0.132,0.15,0,0.0
137238,Tollwitz Pv Ff,Germany,Solar,0.64824,0.15,0,0.0
137239,Tomate,Germany,Solar,0.38,0.15,0,0.0
137240,Tomato Am Kohlersgehau,Germany,Solar,0.3,0.15,0,0.0
137241,Tommy,Germany,Solar,0.17875,0.15,0,0.0
137242,Ton,Germany,Solar,0.5589,0.15,0,0.0
137243,Tondernsche Str Bioerdgas Bhkw,Germany,Biogas,0.55,0.5,230,554.07
137244,Tonfunk Gmbh Ermsleben,Germany,Solar,0.605,0.15,0,0.0
137245,Tonisvorst,Germany,Wind,4.0,0.35,0,0.0
137246,Tonisvorst,Germany,Wind,4.0,0.35,0,0.0
137247,Tonlagerhalle,Germany,Solar,0.12,0.15,0,0.0
137248,Tonndorf,Germany,Solar,0.106,0.15,0,0.0
137249,Tonsing,Germany,Solar,0.1906,0.15,0,0.0
137250,Tonstr,Germany,Solar,0.39,0.15,0,0.0
137251,Tonzeche Guter Trunk Marie,Germany,Solar,0.69836,0.15,0,0.0
137252,Toolcraftag,Germany,Solar,0.601,0.15,0,0.0
137253,Toom Bm,Germany,Solar,0.21,0.15,0,0.0
137254,Toom Eckental,Germany,Solar,0.24,0.15,0,0.0
137255,Top Life Pv Berghaupten,Germany,Solar,0.158,0.15,0,0.0
137256,Topen Munchenreuth,Germany,Wind,1.5,0.35,0,0.0
137257,Topen Munchenreuth,Germany,Wind,1.5,0.35,0,0.0
137258,Topen Munchenreuth,Germany,Wind,1.5,0.35,0,0.0
137259,Topferhof Ba,Germany,Solar,0.10695,0.15,0,0.0
137260,Topferstr Nr,Germany,Solar,0.136,0.15,0,0.0
137261,Topferstr Nr,Germany,Solar,0.171,0.15,0,0.0
137262,Topkauf,Germany,Solar,0.205,0.15,0,0.0
137263,Topmotive,Germany,Solar,0.1461599999999999,0.15,0,0.0
137264,Topographie Des Terrors,Germany,Solar,0.144,0.15,0,0.0
137265,Topphoff Schulte Ellehavegaard,Germany,Wind,2.0,0.35,0,0.0
137266,Tordsen Hallen,Germany,Solar,0.108,0.15,0,0.0
137267,Torenstr,Germany,Solar,0.11,0.15,0,0.0
137268,Torfweg De Wietzen,Germany,Solar,0.399,0.15,0,0.0
137269,Torfweg Kwp,Germany,Solar,0.245,0.15,0,0.0
137270,Torg,Germany,Solar,0.12,0.15,0,0.0
137271,Torg Freiflache,Germany,Solar,0.53264,0.15,0,0.0
137272,Torgau,Germany,Solar,0.1775,0.15,0,0.0
137273,Torgau,Germany,Solar,0.6,0.15,0,0.0
137274,Torgau,Germany,Solar,0.45,0.15,0,0.0
137275,Torgelow,Germany,Solar,0.12,0.15,0,0.0
137276,Torgelow,Germany,Solar,0.31175,0.15,0,0.0
137277,Torgelowerstr Pasewalk,Germany,Solar,0.1705,0.15,0,0.0
137278,Tornau Ba,Germany,Solar,0.59,0.15,0,0.0
137279,Tornau Heide Ba,Germany,Solar,0.635,0.15,0,0.0
137280,Tornau Jahnshof,Germany,Wind,0.225,0.35,0,0.0
137281,Tornitz Stall,Germany,Solar,0.123,0.15,0,0.0
137282,Tornow,Germany,Wind,1.5,0.35,0,0.0
137283,Tornow,Germany,Wind,0.8,0.35,0,0.0
137284,Tornow,Germany,Solar,0.22,0.15,0,0.0
137285,Torpedo Garage Saarbrucken,Germany,Solar,0.22,0.15,0,0.0
137286,Tostedt,Germany,Wind,1.5,0.35,0,0.0
137287,Tostedt,Germany,Wind,1.5,0.35,0,0.0
137288,Tostedt,Germany,Wind,7.2,0.35,0,0.0
137289,Totschle Bhkw,Germany,Biogas,0.25,0.5,230,251.85
137290,Totschle Bhkw,Germany,Biogas,0.265,0.5,230,266.96
137291,Tottelstadt,Germany,Solar,0.312,0.15,0,0.0
137292,Tottleben,Germany,Wind,2.0,0.35,0,0.0
137293,Toven,Germany,Wind,1.5,0.35,0,0.0
137294,Toven,Germany,Wind,1.5,0.35,0,0.0
137295,Tow Wendorfer Berg,Germany,Wind,2.3,0.35,0,0.0
137296,Tow Wendorfer Berg,Germany,Wind,2.3,0.35,0,0.0
137297,Tow Wendorfer Berg,Germany,Wind,3.05,0.35,0,0.0
137298,Tow Wendorfer Berg,Germany,Wind,3.05,0.35,0,0.0
137299,Tower,Germany,Wind,1.5,0.35,0,0.0
137300,Tower,Germany,Wind,1.5,0.35,0,0.0
137301,Towerstrasse Hohenlockstedt Hangar,Germany,Solar,0.126,0.15,0,0.0
137302,Towerstrasse Hohenlockstedt Hangar,Germany,Solar,0.126,0.15,0,0.0
137303,Towerstrasse Hohenlockstedt Hangar,Germany,Solar,0.126,0.15,0,0.0
137304,Tox Gebaude,Germany,Solar,0.1631999999999999,0.15,0,0.0
137305,Toyota Deutschland Gmbh Pv,Germany,Solar,0.55,0.15,0,0.0
137306,Tp Mitte,Germany,Solar,0.1162,0.15,0,0.0
137307,Tpf Bhkw Von,Germany,Biogas,0.16,0.5,230,161.18
137308,Tpf Bhkw Von,Germany,Biogas,0.8,0.5,230,805.92
137309,Tpf Bhkw Von,Germany,Biogas,0.975,0.5,230,982.22
137310,Tph Burgerenergieanlage,Germany,Solar,0.28,0.15,0,0.0
137311,Tplaha,Germany,Solar,0.252,0.15,0,0.0
137312,Tpos Pv,Germany,Solar,0.2,0.15,0,0.0
137313,Tpvb Am Amselberg,Germany,Solar,0.33,0.15,0,0.0
137314,Tr,Germany,Solar,0.312,0.15,0,0.0
137315,Tr Verhos Kraufe,Germany,Solar,0.12,0.15,0,0.0
137316,Trabitz,Germany,Biogas,0.1,0.5,230,100.74
137317,Trabitz,Germany,Biogas,0.549,0.5,230,553.06
137318,Trabitz,Germany,Biogas,0.1,0.5,230,100.74
137319,Trabitz,Germany,Biogas,0.4,0.5,230,402.96
137320,Trade Ev Zsp Duren We,Germany,Battery,0.1,0.1,0,0.0
137321,Trade Ev Zsp Leonberg We,Germany,Battery,0.1,0.1,0,0.0
137322,Trade Ev Zsp We,Germany,Battery,0.1,0.1,0,0.0
137323,Trade Ev Zsp We,Germany,Battery,0.1,0.1,0,0.0
137324,Trade Ev Zsp We,Germany,Battery,0.1,0.1,0,0.0
137325,Tradinggate Spv,Germany,Solar,0.13,0.15,0,0.0
137326,Trafo,Germany,Solar,0.67,0.15,0,0.0
137327,Trafo,Germany,Solar,0.67,0.15,0,0.0
137328,Trafo,Germany,Solar,0.67,0.15,0,0.0
137329,Trafo,Germany,Solar,0.67,0.15,0,0.0
137330,Trafo,Germany,Solar,0.10086,0.15,0,0.0
137331,Trafo,Germany,Solar,0.10573,0.15,0,0.0
137332,Trafo,Germany,Solar,0.67,0.15,0,0.0
137333,Trafo Polyvlies,Germany,Solar,0.65,0.15,0,0.0
137334,Trafo Schleppdach,Germany,Solar,0.1861999999999999,0.15,0,0.0
137335,Trafostation Peissen Am Gronaer Weg,Germany,Solar,0.375,0.15,0,0.0
137336,Trafostation Str Alsleben,Germany,Solar,0.48,0.15,0,0.0
137337,Tragerfertigung,Germany,Solar,0.37644,0.15,0,0.0
137338,Trakehnerhof Luttow Valluhn,Germany,Solar,0.693,0.15,0,0.0
137339,Traktorenhalle,Germany,Solar,0.106,0.15,0,0.0
137340,Traktorenhalle Rotha,Germany,Solar,0.112,0.15,0,0.0
137341,Tralau Halle,Germany,Solar,0.21,0.15,0,0.0
137342,Tramin Trankstelle Heinsberg Speicher,Germany,Battery,0.189,0.1,0,0.0
137343,Tramm,Germany,Solar,0.282,0.15,0,0.0
137344,Trampesolar,Germany,Solar,1.386,0.15,0,0.0
137345,Trans Marl,Germany,Solar,0.155,0.15,0,0.0
137346,Transac,Germany,Solar,0.13,0.15,0,0.0
137347,Transsana Ds,Germany,Solar,0.22,0.15,0,0.0
137348,Transsana Ds,Germany,Solar,0.165,0.15,0,0.0
137349,Trantow Bhkw,Germany,Biogas,0.637,0.5,230,641.71
137350,Trapp Wesel,Germany,Solar,0.4,0.15,0,0.0
137351,Trassengesellschaft Reinsbuttel Anschlussgem,Germany,Wind,2.3,0.35,0,0.0
137352,Trassengesellschaft Reinsbuttel Anschlussgem,Germany,Wind,2.3,0.35,0,0.0
137353,Trassengesellschaft Reinsbuttel Anschlussgem,Germany,Wind,2.3,0.35,0,0.0
137354,Trassengesellschaft Reinsbuttel Anschlussgem,Germany,Wind,2.3,0.35,0,0.0
137355,Trassengesellschaft Reinsbuttel Anschlussgem,Germany,Wind,2.3,0.35,0,0.0
137356,Trassengesellschaft Reinsbuttel Anschlussgem,Germany,Wind,2.3,0.35,0,0.0
137357,Traubing Ascheringer Str,Germany,Solar,0.75,0.15,0,0.0
137358,Trauco Alt,Germany,Solar,0.38,0.15,0,0.0
137359,Traumstrasse,Germany,Solar,0.1775,0.15,0,0.0
137360,Traunreut,Germany,Solar,0.37995,0.15,0,0.0
137361,Traunreut,Germany,Solar,0.2,0.15,0,0.0
137362,Traunreut Bauhof,Germany,Solar,0.283,0.15,0,0.0
137363,Traunstein,Germany,Solar,0.1085,0.15,0,0.0
137364,Traunstein Chiemgau Gymnasium,Germany,Solar,0.1224,0.15,0,0.0
137365,Traunthaler Bhkw,Germany,Biogas,0.37,0.5,230,372.74
137366,Traunthaler Bhkw,Germany,Biogas,0.2,0.5,230,201.48
