id,Name,Country,Fueltype,Capacity,CapacityFactor,EmissionFactor_kg_per_kWh,EstimatedAnnualCO2_tonnes
38695,Bhkw,Germany,Natural Gas,0.375,0.45,370,546.95
38696,Bhkw,Germany,Biogas,0.551,0.5,230,555.08
38697,Bhkw,Germany,Biogas,0.53,0.5,230,533.92
38698,Bhkw,Germany,Biogas,0.53,0.5,230,533.92
38699,Bhkw,Germany,Solid Biomass,0.15,0.6,230,181.33
38700,Bhkw,Germany,Natural Gas,0.112,0.45,370,163.36
38701,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38702,Bhkw,Germany,Biogas,0.35,0.5,230,352.59
38703,Bhkw,Germany,Biogas,0.53,0.5,230,533.92
38704,Bhkw,Germany,Biogas,0.45,0.5,230,453.33
38705,Bhkw,Germany,Biogas,0.6,0.5,230,604.44
38706,Bhkw,Germany,Biogas,1.561,0.5,230,1572.55
38707,Bhkw,Germany,Biogas,0.15,0.5,230,151.11
38708,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38709,Bhkw,Germany,Natural Gas,0.36,0.45,370,525.07
38710,Bhkw,Germany,Natural Gas,1.7,0.45,370,2479.52
38711,Bhkw,Germany,Natural Gas,0.155,0.45,370,226.07
38712,Bhkw,Germany,Biogas,0.16,0.5,230,161.18
38713,Bhkw,Germany,Biogas,0.526,0.5,230,529.89
38714,Bhkw,Germany,Natural Gas,0.139,0.45,370,202.74
38715,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38716,Bhkw,Germany,Biogas,0.255,0.5,230,256.89
38717,Bhkw,Germany,Natural Gas,0.54,0.45,370,787.61
38718,Bhkw,Germany,Natural Gas,0.367,0.45,370,535.28
38719,Bhkw,Germany,Biogas,0.637,0.5,230,641.71
38720,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38721,Bhkw,Germany,Biogas,0.537,0.5,230,540.97
38722,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38723,Bhkw,Germany,Natural Gas,0.155,0.45,370,226.07
38724,Bhkw,Germany,Natural Gas,0.999,0.45,370,1457.08
38725,Bhkw,Germany,Natural Gas,0.901,0.45,370,1314.14
38726,Bhkw,Germany,Natural Gas,0.367,0.45,370,535.28
38727,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38728,Bhkw,Germany,Natural Gas,0.45,0.45,370,656.34
38729,Bhkw,Germany,Natural Gas,0.125,0.45,370,182.32
38730,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38731,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
38732,Bhkw,Germany,Biogas,0.347,0.5,230,349.57
38733,Bhkw,Germany,Biogas,0.42,0.5,230,423.11
38734,Bhkw,Germany,Natural Gas,0.155,0.45,370,226.07
38735,Bhkw,Germany,Biogas,0.42,0.5,230,423.11
38736,Bhkw,Germany,Biogas,0.2,0.5,230,201.48
38737,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38738,Bhkw,Germany,Biogas,0.536,0.5,230,539.97
38739,Bhkw,Germany,Biogas,0.35,0.5,230,352.59
38740,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38741,Bhkw,Germany,Natural Gas,1.999,0.45,370,2915.62
38742,Bhkw,Germany,Natural Gas,0.392,0.45,370,571.75
38743,Bhkw,Germany,Natural Gas,0.237,0.45,370,345.67
38744,Bhkw,Germany,Biogas,0.22,0.5,230,221.63
38745,Bhkw,Germany,Natural Gas,0.86246,0.45,370,1257.93
38746,Bhkw,Germany,Biogas,0.1,0.5,230,100.74
38747,Bhkw,Germany,Natural Gas,1.067,0.45,370,1556.26
38748,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38749,Bhkw,Germany,Biogas,0.32,0.5,230,322.37
38750,Bhkw,Germany,Biogas,0.32,0.5,230,322.37
38751,Bhkw,Germany,Natural Gas,0.323,0.45,370,471.11
38752,Bhkw,Germany,Biogas,0.732,0.5,230,737.42
38753,Bhkw,Germany,Biogas,0.21,0.5,230,211.55
38754,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38755,Bhkw,Germany,Natural Gas,0.14,0.45,370,204.2
38756,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38757,Bhkw,Germany,Biogas,0.1,0.5,230,100.74
38758,Bhkw,Germany,Biogas,0.225,0.5,230,226.66
38759,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38760,Bhkw,Germany,Biogas,0.2,0.5,230,201.48
38761,Bhkw,Germany,Natural Gas,0.889,0.45,370,1296.64
38762,Bhkw,Germany,Natural Gas,0.128,0.45,370,186.69
38763,Bhkw,Germany,Biogas,0.145,0.5,230,146.07
38764,Bhkw,Germany,Natural Gas,0.356,0.45,370,519.24
38765,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38766,Bhkw,Germany,Natural Gas,0.12159,0.45,370,177.34
38767,Bhkw,Germany,Biogas,0.18,0.5,230,181.33
38768,Bhkw,Germany,Biogas,0.1,0.5,230,100.74
38769,Bhkw,Germany,Natural Gas,0.138094,0.45,370,201.42
38770,Bhkw,Germany,Biogas,0.2,0.5,230,201.48
38771,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38772,Bhkw,Germany,Natural Gas,0.4,0.45,370,583.42
38773,Bhkw,Germany,Biogas,0.2,0.5,230,201.48
38774,Bhkw,Germany,Natural Gas,0.54,0.45,370,787.61
38775,Bhkw,Germany,Natural Gas,0.33,0.45,370,481.32
38776,Bhkw,Germany,Biogas,0.24,0.5,230,241.78
38777,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
38778,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38779,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38780,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38781,Bhkw,Germany,Natural Gas,0.4,0.45,370,583.42
38782,Bhkw,Germany,Biogas,0.15,0.5,230,151.11
38783,Bhkw,Germany,Biogas,0.3,0.5,230,302.22
38784,Bhkw,Germany,Biogas,0.135,0.5,230,136.0
38785,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38786,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38787,Bhkw,Germany,Natural Gas,0.323,0.45,370,471.11
38788,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38789,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38790,Bhkw,Germany,Biogas,0.8,0.5,230,805.92
38791,Bhkw,Germany,Biogas,0.38,0.5,230,382.81
38792,Bhkw,Germany,Biogas,1.203,0.5,230,1211.9
38793,Bhkw,Germany,Natural Gas,0.1,0.45,370,145.85
38794,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38795,Bhkw,Germany,Biogas,0.3,0.5,230,302.22
38796,Bhkw,Germany,Natural Gas,0.478,0.45,370,697.18
38797,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38798,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38799,Bhkw,Germany,Biogas,0.18,0.5,230,181.33
38800,Bhkw,Germany,Natural Gas,0.112,0.45,370,163.36
38801,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38802,Bhkw,Germany,Biogas,0.2,0.5,230,201.48
38803,Bhkw,Germany,Biogas,1.562,0.5,230,1573.56
38804,Bhkw,Germany,Biogas,0.889,0.5,230,895.58
38805,Bhkw,Germany,Biogas,0.38,0.5,230,382.81
38806,Bhkw,Germany,Biogas,0.11,0.5,230,110.81
38807,Bhkw,Germany,Biogas,1.561,0.5,230,1572.55
38808,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38809,Bhkw,Germany,Natural Gas,0.262,0.45,370,382.14
38810,Bhkw,Germany,Natural Gas,0.135,0.45,370,196.9
38811,Bhkw,Germany,Natural Gas,0.45,0.45,370,656.34
38812,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38813,Bhkw,Germany,Biogas,0.175,0.5,230,176.3
38814,Bhkw,Germany,Biogas,0.53,0.5,230,533.92
38815,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38816,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38817,Bhkw,Germany,Biogas,0.37,0.5,230,372.74
38818,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38819,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38820,Bhkw,Germany,Biogas,0.35,0.5,230,352.59
38821,Bhkw,Germany,Natural Gas,0.112,0.45,370,163.36
38822,Bhkw,Germany,Biogas,0.537,0.5,230,540.97
38823,Bhkw,Germany,Natural Gas,1.1,0.45,370,1604.39
38824,Bhkw,Germany,Biogas,0.21,0.5,230,211.55
38825,Bhkw,Germany,Natural Gas,0.13,0.45,370,189.61
38826,Bhkw,Germany,Natural Gas,0.13,0.45,370,189.61
38827,Bhkw,Germany,Natural Gas,0.3495,0.45,370,509.76
38828,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38829,Bhkw,Germany,Biogas,0.29,0.5,230,292.15
38830,Bhkw,Germany,Biogas,1.562,0.5,230,1573.56
38831,Bhkw,Germany,Biogas,0.5,0.5,230,503.7
38832,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38833,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38834,Bhkw,Germany,Biogas,1.203,0.5,230,1211.9
38835,Bhkw,Germany,Biogas,0.18,0.5,230,181.33
38836,Bhkw,Germany,Biogas,0.18,0.5,230,181.33
38837,Bhkw,Germany,Natural Gas,0.112,0.45,370,163.36
38838,Bhkw,Germany,Natural Gas,1.2,0.45,370,1750.25
38839,Bhkw,Germany,Biogas,0.243,0.5,230,244.8
38840,Bhkw,Germany,Biogas,0.549,0.5,230,553.06
38841,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38842,Bhkw,Germany,Biogas,0.889,0.5,230,895.58
38843,Bhkw,Germany,Biogas,0.526,0.5,230,529.89
38844,Bhkw,Germany,Biogas,1.203,0.5,230,1211.9
38845,Bhkw,Germany,Biogas,0.366,0.5,230,368.71
38846,Bhkw,Germany,Solid Biomass,0.4,0.6,230,483.55
38847,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38848,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38849,Bhkw,Germany,Solid Biomass,0.25,0.6,230,302.22
38850,Bhkw,Germany,Natural Gas,0.395,0.45,370,576.12
38851,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38852,Bhkw,Germany,Natural Gas,0.851,0.45,370,1241.22
38853,Bhkw,Germany,Natural Gas,0.249,0.45,370,363.18
38854,Bhkw,Germany,Natural Gas,0.249,0.45,370,363.18
38855,Bhkw,Germany,Biogas,0.225,0.5,230,226.66
38856,Bhkw,Germany,Natural Gas,0.236,0.45,370,344.22
38857,Bhkw,Germany,Natural Gas,0.127,0.45,370,185.23
38858,Bhkw,Germany,Biogas,0.637,0.5,230,641.71
38859,Bhkw,Germany,Oil,0.14,0.2,650,159.43
38860,Bhkw,Germany,Biogas,0.5,0.5,230,503.7
38861,Bhkw,Germany,Biogas,0.43,0.5,230,433.18
38862,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38863,Bhkw,Germany,Biogas,0.6,0.5,230,604.44
38864,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38865,Bhkw,Germany,Biogas,0.15,0.5,230,151.11
38866,Bhkw,Germany,Biogas,0.525,0.5,230,528.88
38867,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38868,Bhkw,Germany,Biogas,0.36,0.5,230,362.66
38869,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38870,Bhkw,Germany,Natural Gas,0.36,0.45,370,525.07
38871,Bhkw,Germany,Natural Gas,0.57,0.45,370,831.37
38872,Bhkw,Germany,Natural Gas,0.335,0.45,370,488.61
38873,Bhkw,Germany,Natural Gas,0.526,0.45,370,767.19
38874,Bhkw,Germany,Biogas,0.3,0.5,230,302.22
38875,Bhkw,Germany,Natural Gas,0.424,0.45,370,618.42
38876,Bhkw,Germany,Natural Gas,0.135,0.45,370,196.9
38877,Bhkw,Germany,Biogas,0.195,0.5,230,196.44
38878,Bhkw,Germany,Natural Gas,0.386,0.45,370,563.0
38879,Bhkw,Germany,Biogas,0.22,0.5,230,221.63
38880,Bhkw,Germany,Biogas,0.21,0.5,230,211.55
38881,Bhkw,Germany,Biogas,0.209,0.5,230,210.55
38882,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38883,Bhkw,Germany,Natural Gas,0.14,0.45,370,204.2
38884,Bhkw,Germany,Natural Gas,0.1,0.45,370,145.85
38885,Bhkw,Germany,Biogas,1.203,0.5,230,1211.9
38886,Bhkw,Germany,Biogas,0.15,0.5,230,151.11
38887,Bhkw,Germany,Natural Gas,0.239,0.45,370,348.59
38888,Bhkw,Germany,Natural Gas,0.112,0.45,370,163.36
38889,Bhkw,Germany,Natural Gas,0.394,0.45,370,574.66
38890,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38891,Bhkw,Germany,Natural Gas,0.394,0.45,370,574.66
38892,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38893,Bhkw,Germany,Natural Gas,0.394,0.45,370,574.66
38894,Bhkw,Germany,Biogas,0.271,0.5,230,273.01
38895,Bhkw,Germany,Biogas,0.901,0.5,230,907.67
38896,Bhkw,Germany,Biogas,1.203,0.5,230,1211.9
38897,Bhkw,Germany,Biogas,0.344,0.5,230,346.55
38898,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38899,Bhkw,Germany,Biogas,0.247,0.5,230,248.83
38900,Bhkw,Germany,Biogas,0.18,0.5,230,181.33
38901,Bhkw,Germany,Biogas,0.249,0.5,230,250.84
38902,Bhkw,Germany,Biogas,0.635,0.5,230,639.7
38903,Bhkw,Germany,Natural Gas,0.209,0.45,370,304.83
38904,Bhkw,Germany,Biogas,0.11,0.5,230,110.81
38905,Bhkw,Germany,Biogas,0.11,0.5,230,110.81
38906,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38907,Bhkw,Germany,Biogas,0.526,0.5,230,529.89
38908,Bhkw,Germany,Solid Biomass,0.15,0.6,230,181.33
38909,Bhkw,Germany,Natural Gas,0.18,0.45,370,262.54
38910,Bhkw,Germany,Biogas,0.23,0.5,230,231.7
38911,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38912,Bhkw,Germany,Natural Gas,0.19,0.45,370,277.12
38913,Bhkw,Germany,Biogas,0.1,0.5,230,100.74
38914,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
38915,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38916,Bhkw,Germany,Biogas,0.132,0.5,230,132.98
38917,Bhkw,Germany,Solid Biomass,0.4,0.6,230,483.55
38918,Bhkw,Germany,Natural Gas,0.286,0.45,370,417.14
38919,Bhkw,Germany,Biogas,0.1,0.5,230,100.74
38920,Bhkw,Germany,Natural Gas,1.173,0.45,370,1710.87
38921,Bhkw,Germany,Biogas,2.004,0.5,230,2018.83
38922,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38923,Bhkw,Germany,Biogas,0.385,0.5,230,387.85
38924,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38925,Bhkw,Germany,Biogas,0.21,0.5,230,211.55
38926,Bhkw,Germany,Natural Gas,1.56,0.45,370,2275.32
38927,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38928,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38929,Bhkw,Germany,Biogas,0.15,0.5,230,151.11
38930,Bhkw,Germany,Biogas,0.344,0.5,230,346.55
38931,Bhkw,Germany,Natural Gas,1.169,0.45,370,1705.03
38932,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
38933,Bhkw,Germany,Biogas,0.495,0.5,230,498.66
38934,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
38935,Bhkw,Germany,Biogas,0.38,0.5,230,382.81
38936,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38937,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38938,Bhkw,Germany,Biogas,0.716,0.5,230,721.3
38939,Bhkw,Germany,Biogas,0.6,0.5,230,604.44
38940,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38941,Bhkw,Germany,Natural Gas,0.26,0.45,370,379.22
38942,Bhkw,Germany,Natural Gas,0.142,0.45,370,207.11
38943,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38944,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38945,Bhkw,Germany,Biogas,0.733,0.5,230,738.42
38946,Bhkw,Germany,Biogas,0.35,0.5,230,352.59
38947,Bhkw,Germany,Biogas,0.5,0.5,230,503.7
38948,Bhkw,Germany,Biogas,0.15,0.5,230,151.11
38949,Bhkw,Germany,Biogas,0.2,0.5,230,201.48
38950,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38951,Bhkw,Germany,Natural Gas,0.714,0.45,370,1041.4
38952,Bhkw,Germany,Natural Gas,19.048,0.45,370,27782.27
38953,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38954,Bhkw,Germany,Biogas,0.6,0.5,230,604.44
38955,Bhkw,Germany,Biogas,0.21,0.5,230,211.55
38956,Bhkw,Germany,Natural Gas,0.142,0.45,370,207.11
38957,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38958,Bhkw,Germany,Biogas,0.16,0.5,230,161.18
38959,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38960,Bhkw,Germany,Biogas,0.21,0.5,230,211.55
38961,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38962,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38963,Bhkw,Germany,Natural Gas,0.404,0.45,370,589.25
38964,Bhkw,Germany,Oil,0.12,0.2,650,136.66
38965,Bhkw,Germany,Biogas,0.164,0.5,230,165.21
38966,Bhkw,Germany,Natural Gas,1.17,0.45,370,1706.49
38967,Bhkw,Germany,Biogas,0.367,0.5,230,369.72
38968,Bhkw,Germany,Natural Gas,0.286,0.45,370,417.14
38969,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38970,Bhkw,Germany,Natural Gas,0.122,0.45,370,177.94
38971,Bhkw,Germany,Biogas,0.21,0.5,230,211.55
38972,Bhkw,Germany,Natural Gas,0.53,0.45,370,773.03
38973,Bhkw,Germany,Natural Gas,0.401,0.45,370,584.87
38974,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38975,Bhkw,Germany,Biogas,0.53,0.5,230,533.92
38976,Bhkw,Germany,Natural Gas,0.104,0.45,370,151.69
38977,Bhkw,Germany,Biogas,0.844,0.5,230,850.25
38978,Bhkw,Germany,Natural Gas,0.12,0.45,370,175.02
38979,Bhkw,Germany,Biogas,0.364,0.5,230,366.69
38980,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38981,Bhkw,Germany,Natural Gas,0.55,0.45,370,802.2
38982,Bhkw,Germany,Natural Gas,0.14,0.45,370,204.2
38983,Bhkw,Germany,Biogas,0.367,0.5,230,369.72
38984,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38985,Bhkw,Germany,Solid Biomass,0.1,0.6,230,120.89
38986,Bhkw,Germany,Biogas,0.35,0.5,230,352.59
38987,Bhkw,Germany,Biogas,0.2,0.5,230,201.48
38988,Bhkw,Germany,Biogas,0.37,0.5,230,372.74
38989,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38990,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38991,Bhkw,Germany,Natural Gas,0.1,0.45,370,145.85
38992,Bhkw,Germany,Natural Gas,1.778,0.45,370,2593.28
38993,Bhkw,Germany,Natural Gas,0.22,0.45,370,320.88
38994,Bhkw,Germany,Natural Gas,0.263,0.45,370,383.6
38995,Bhkw,Germany,Natural Gas,0.4,0.45,370,583.42
38996,Bhkw,Germany,Biogas,0.185,0.5,230,186.37
38997,Bhkw,Germany,Natural Gas,0.387,0.45,370,564.45
38998,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38999,Bhkw,Germany,Biogas,0.312,0.5,230,314.31
39000,Bhkw,Germany,Natural Gas,0.454,0.45,370,662.18
39001,Bhkw,Germany,Natural Gas,0.25,0.45,370,364.64
39002,Bhkw,Germany,Natural Gas,0.232,0.45,370,338.38
39003,Bhkw,Germany,Natural Gas,0.772,0.45,370,1125.99
39004,Bhkw,Germany,Natural Gas,0.193,0.45,370,281.5
39005,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
39006,Bhkw,Germany,Natural Gas,0.135,0.45,370,196.9
39007,Bhkw,Germany,Oil,0.144,0.2,650,163.99
39008,Bhkw,Germany,Natural Gas,0.14,0.45,370,204.2
39009,Bhkw,Germany,Biogas,0.312,0.5,230,314.31
39010,Bhkw,Germany,Natural Gas,0.14,0.45,370,204.2
39011,Bhkw,Germany,Natural Gas,0.14,0.45,370,204.2
39012,Bhkw,Germany,Natural Gas,0.239,0.45,370,348.59
39013,Bhkw,Germany,Natural Gas,0.136,0.45,370,198.36
39014,Bhkw,Germany,Biogas,0.525,0.5,230,528.88
39015,Bhkw,Germany,Natural Gas,0.37,0.45,370,539.66
39016,Bhkw,Germany,Natural Gas,0.4,0.45,370,583.42
39017,Bhkw,Germany,Biogas,0.2,0.5,230,201.48
39018,Bhkw,Germany,Natural Gas,0.112,0.45,370,163.36
39019,Bhkw,Germany,Biogas,0.366,0.5,230,368.71
39020,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
39021,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
39022,Bhkw,Germany,Natural Gas,0.24,0.45,370,350.05
39023,Bhkw,Germany,Natural Gas,0.12,0.45,370,175.02
39024,Bhkw,Germany,Natural Gas,1.562,0.45,370,2278.24
39025,Bhkw,Germany,Natural Gas,0.3065,0.45,370,447.04
39026,Bhkw,Germany,Natural Gas,0.405,0.45,370,590.71
39027,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
39028,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
39029,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
39030,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
39031,Bhkw,Germany,Natural Gas,0.21,0.45,370,306.29
39032,Bhkw,Germany,Natural Gas,0.1,0.45,370,145.85
39033,Bhkw,Germany,Biogas,0.18,0.5,230,181.33
39034,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
39035,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
39036,Bhkw,Germany,Natural Gas,0.99,0.45,370,1443.95
39037,Bhkw,Germany,Oil,0.11,0.2,650,125.27
39038,Bhkw,Germany,Biogas,0.38,0.5,230,382.81
39039,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
39040,Bhkw,Germany,Natural Gas,0.14,0.45,370,204.2
39041,Bhkw,Germany,Natural Gas,0.28,0.45,370,408.39
39042,Bhkw,Germany,Natural Gas,0.1,0.45,370,145.85
39043,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
39044,Bhkw,Germany,Natural Gas,0.6952,0.45,370,1013.98
39045,Bhkw,Germany,Natural Gas,0.135,0.45,370,196.9
39046,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
39047,Bhkw,Germany,Natural Gas,0.152,0.45,370,221.7
39048,Bhkw,Germany,Biogas,0.3,0.5,230,302.22
39049,Bhkw,Germany,Natural Gas,0.19,0.45,370,277.12
39050,Bhkw,Germany,Natural Gas,5.838,0.45,370,8514.96
39051,Bhkw,Germany,Biogas,0.2,0.5,230,201.48
39052,Bhkw,Germany,Biogas,0.53,0.5,230,533.92
39053,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
39054,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
39055,Bhkw,Germany,Natural Gas,0.112,0.45,370,163.36
39056,Bhkw,Germany,Natural Gas,0.25,0.45,370,364.64
39057,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
39058,Bhkw,Germany,Natural Gas,0.5,0.45,370,729.27
39059,Bhkw,Germany,Biogas,0.2,0.5,230,201.48
39060,Bhkw,Germany,Natural Gas,0.365,0.45,370,532.37
39061,Bhkw,Germany,Natural Gas,0.126,0.45,370,183.78
39062,Bhkw,Germany,Natural Gas,0.5,0.45,370,729.27
39063,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
39064,Bhkw,Germany,Natural Gas,0.24,0.45,370,350.05
39065,Bhkw,Germany,Biogas,0.135,0.5,230,136.0
39066,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
39067,Bhkw,Germany,Solid Biomass,0.25,0.6,230,302.22
39068,Bhkw,Germany,Natural Gas,0.112,0.45,370,163.36
39069,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
39070,Bhkw,Germany,Natural Gas,0.14,0.45,370,204.2
39071,Bhkw,Germany,Natural Gas,0.112,0.45,370,163.36
39072,Bhkw,Germany,Biogas,0.11,0.5,230,110.81
39073,Bhkw,Germany,Biogas,0.2,0.5,230,201.48
39074,Bhkw,Germany,Natural Gas,0.112,0.45,370,163.36
39075,Bhkw,Germany,Natural Gas,0.135,0.45,370,196.9
39076,Bhkw,Germany,Natural Gas,0.4,0.45,370,583.42
39077,Bhkw,Germany,Biogas,0.146,0.5,230,147.08
39078,Bhkw,Germany,Biogas,0.549,0.5,230,553.06
39079,Bhkw,Germany,Biogas,0.36,0.5,230,362.66
39080,Bhkw,Germany,Natural Gas,0.3883,0.45,370,566.35
39081,Bhkw,Germany,Biogas,0.716,0.5,230,721.3
39082,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
39083,Bhkw,Germany,Natural Gas,0.3883,0.45,370,566.35
39084,Bhkw,Germany,Biogas,0.21,0.5,230,211.55
39085,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
39086,Bhkw,Germany,Natural Gas,0.178,0.45,370,259.62
39087,Bhkw,Germany,Solid Biomass,0.23,0.6,230,278.04
39088,Bhkw,Germany,Natural Gas,0.5,0.45,370,729.27
39089,Bhkw,Germany,Natural Gas,0.1,0.45,370,145.85
39090,Bhkw,Germany,Biogas,0.245,0.5,230,246.81
39091,Bhkw,Germany,Biogas,0.357,0.5,230,359.64
39092,Bhkw,Germany,Biogas,0.191,0.5,230,192.41
39093,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
39094,Bhkw,Germany,Biogas,0.5,0.5,230,503.7
39095,Bhkw,Germany,Biogas,0.145,0.5,230,146.07
39096,Bhkw,Germany,Biogas,0.22,0.5,230,221.63
39097,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
39098,Bhkw,Germany,Natural Gas,0.25,0.45,370,364.64
39099,Bhkw,Germany,Oil,0.1,0.2,650,113.88
39100,Bhkw,Germany,Biogas,0.24,0.5,230,241.78
39101,Bhkw,Germany,Natural Gas,0.4,0.45,370,583.42
39102,Bhkw,Germany,Natural Gas,0.14,0.45,370,204.2
39103,Bhkw,Germany,Natural Gas,0.14,0.45,370,204.2
39104,Bhkw,Germany,Natural Gas,0.476,0.45,370,694.27
39105,Bhkw,Germany,Biogas,0.518,0.5,230,521.83
39106,Bhkw,Germany,Natural Gas,0.25,0.45,370,364.64
39107,Bhkw,Germany,Natural Gas,0.24,0.45,370,350.05
39108,Bhkw,Germany,Oil,0.12,0.2,650,136.66
39109,Bhkw,Germany,Oil,0.12,0.2,650,136.66
39110,Bhkw,Germany,Natural Gas,0.14,0.45,370,204.2
39111,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
39112,Bhkw,Germany,Biogas,0.1,0.5,230,100.74
39113,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
39114,Bhkw,Germany,Natural Gas,0.474,0.45,370,691.35
39115,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
39116,Bhkw,Germany,Biogas,0.357,0.5,230,359.64
39117,Bhkw,Germany,Biogas,0.549,0.5,230,553.06
39118,Bhkw,Germany,Biogas,0.53,0.5,230,533.92
